,id,pred
0,0,0.49750002083312506
1,1,0.49750002083312506
2,1,0.49750002083312506
3,1,0.5024999791668749
4,0,0.5024999791668749
5,0,0.49750002083312506
6,1,0.49750002083312506
7,1,0.49750002083312506
8,1,0.49750002083312506
9,1,0.5024999791668749
10,0,0.49750002083312506
11,1,0.49750002083312506
12,0,0.49750002083312506
13,0,0.5024999791668749
14,1,0.49750002083312506
15,0,0.49750002083312506
16,1,0.49750002083312506
17,0,0.49750002083312506
18,0,0.5024999791668749
19,0,0.5024999791668749
20,0,0.49750002083312506
21,1,0.5024999791668749
22,0,0.5024999791668749
23,0,0.4997727272883797
24,0,0.49750002083312506
25,0,0.5024999791668749
26,0,0.49750002083312506
27,0,0.49750002083312506
28,1,0.49750002083312506
29,1,0.49750002083312506
30,1,0.49750002083312506
31,1,0.49750002083312506
32,0,0.49750002083312506
33,0,0.49750002083312506
34,1,0.5024999791668749
35,1,0.5024999791668749
36,0,0.49750002083312506
37,1,0.49750002083312506
38,0,0.5024999791668749
39,0,0.5024999791668749
40,0,0.5024999791668749
41,1,0.5024999791668749
42,0,0.49750002083312506
43,1,0.49750002083312506
44,1,0.49750002083312506
45,0,0.49750002083312506
46,0,0.5024999791668749
47,1,0.5024999791668749
48,1,0.49750002083312506
49,0,0.5024999791668749
50,1,0.5024999791668749
51,1,0.5024999791668749
52,1,0.5024999791668749
53,1,0.5024999791668749
54,1,0.49750002083312506
55,0,0.5024999791668749
56,0,0.49750002083312506
57,1,0.49750002083312506
58,0,0.5024999791668749
59,1,0.49750002083312506
60,0,0.49750002083312506
61,1,0.49750002083312506
62,0,0.49750002083312506
63,1,0.5024999791668749
64,0,0.5024999791668749
65,1,0.5024999791668749
66,0,0.49750002083312506
67,1,0.5024999791668749
68,0,0.5024999791668749
69,1,0.49750002083312506
70,0,0.49750002083312506
71,1,0.49750002083312506
72,0,0.49750002083312506
73,0,0.49750002083312506
74,1,0.49750002083312506
75,0,0.49750002083312506
76,1,0.49750002083312506
77,1,0.5024999791668749
78,1,0.5024999791668749
79,1,0.5024999791668749
80,0,0.49750002083312506
81,0,0.49750002083312506
82,0,0.5
83,0,0.5024999791668749
84,0,0.5024999791668749
85,0,0.5024999791668749
86,1,0.5024999791668749
87,1,0.5024999791668749
88,1,0.5024999791668749
89,1,0.5024999791668749
90,0,0.5024999791668749
91,1,0.5024999791668749
92,0,0.5024999791668749
93,0,0.49750002083312506
94,1,0.5024999791668749
95,0,0.5024999791668749
96,0,0.5024999791668749
97,1,0.49750002083312506
98,0,0.49750002083312506
99,1,0.5024999791668749
100,1,0.49750002083312506
101,0,0.49750002083312506
102,0,0.49750002083312506
103,1,0.49750002083312506
104,0,0.5024999791668749
105,0,0.49750002083312506
106,0,0.5024999791668749
107,0,0.5024999791668749
108,0,0.49750002083312506
109,0,0.49750002083312506
110,1,0.5024999791668749
111,0,0.5024999791668749
112,1,0.5024999791668749
113,1,0.5024999791668749
114,0,0.49750002083312506
115,0,0.49750002083312506
116,1,0.49750002083312506
117,1,0.5024999791668749
118,0,0.49750002083312506
119,1,0.49750002083312506
120,1,0.5024999791668749
121,1,0.49750002083312506
122,1,0.49750002083312506
123,0,0.5024999791668749
124,1,0.49750002083312506
125,0,0.49750002083312506
126,0,0.5024999791668749
127,1,0.5024999791668749
128,0,0.49750002083312506
129,0,0.5024999791668749
130,0,0.5024999791668749
131,0,0.49750002083312506
132,1,0.5024999791668749
133,0,0.5024999791668749
134,0,0.49750002083312506
135,1,0.5024999791668749
136,0,0.49750002083312506
137,1,0.49750002083312506
138,1,0.49750002083312506
139,1,0.49750002083312506
140,1,0.49750002083312506
141,1,0.49750002083312506
142,0,0.49750002083312506
143,0,0.49750002083312506
144,1,0.49750002083312506
145,0,0.5024999791668749
146,1,0.49750002083312506
147,1,0.5024999791668749
148,1,0.5024999791668749
149,1,0.49750002083312506
150,0,0.49750002083312506
151,0,0.49750002083312506
152,1,0.49750002083312506
153,0,0.49750002083312506
154,1,0.5024999791668749
155,1,0.5024999791668749
156,1,0.5024999791668749
157,1,0.49750002083312506
158,1,0.5024999791668749
159,1,0.49750002083312506
160,0,0.49750002083312506
161,0,0.49750002083312506
162,1,0.49750002083312506
163,1,0.49750002083312506
164,0,0.5024999791668749
165,0,0.49750002083312506
166,1,0.5008333325617292
167,1,0.5024999791668749
168,1,0.5024999791668749
169,1,0.49750002083312506
170,0,0.5024999791668749
171,0,0.5024999791668749
172,0,0.49750002083312506
173,1,0.5024999791668749
174,1,0.49750002083312506
175,1,0.49750002083312506
176,1,0.49750002083312506
177,0,0.5024999791668749
178,0,0.5024999791668749
179,0,0.5024999791668749
180,0,0.49750002083312506
181,0,0.5024999791668749
182,0,0.49750002083312506
183,0,0.49750002083312506
184,1,0.49750002083312506
185,0,0.5024999791668749
186,1,0.5024999791668749
187,0,0.49750002083312506
188,1,0.5024999791668749
189,1,0.49750002083312506
190,1,0.49750002083312506
191,1,0.49750002083312506
192,0,0.5024999791668749
193,1,0.5024999791668749
194,1,0.5024999791668749
195,1,0.49750002083312506
196,0,0.49750002083312506
197,1,0.49750002083312506
198,1,0.5024999791668749
199,1,0.49750002083312506
200,1,0.49750002083312506
201,1,0.5024999791668749
202,0,0.49750002083312506
203,1,0.49750002083312506
204,0,0.5024999791668749
205,0,0.5024999791668749
206,1,0.5024999791668749
207,0,0.49750002083312506
208,1,0.49750002083312506
209,0,0.49750002083312506
210,1,0.49750002083312506
211,0,0.49750002083312506
212,1,0.49750002083312506
213,0,0.49750002083312506
214,0,0.49750002083312506
215,1,0.5024999791668749
216,0,0.5024999791668749
217,1,0.49750002083312506
218,0,0.49750002083312506
219,0,0.5024999791668749
220,1,0.49750002083312506
221,0,0.49750002083312506
222,1,0.5024999791668749
223,1,0.5024999791668749
224,0,0.49750002083312506
225,1,0.5024999791668749
226,1,0.49750002083312506
227,0,0.5024999791668749
228,0,0.5024999791668749
229,0,0.5024999791668749
230,1,0.49750002083312506
231,1,0.49750002083312506
232,0,0.49750002083312506
233,1,0.49750002083312506
234,0,0.5024999791668749
235,0,0.49750002083312506
236,0,0.49750002083312506
237,1,0.49750002083312506
238,1,0.49750002083312506
239,1,0.49750002083312506
240,1,0.4997727272883797
241,1,0.5024999791668749
242,0,0.49750002083312506
243,0,0.49750002083312506
244,0,0.5024999791668749
245,0,0.49750002083312506
246,0,0.49750002083312506
247,0,0.5024999791668749
248,0,0.49750002083312506
249,1,0.49750002083312506
250,0,0.4997727272883797
251,1,0.49750002083312506
252,1,0.5024999791668749
253,1,0.5024999791668749
254,0,0.5024999791668749
255,1,0.49750002083312506
256,1,0.5024999791668749
